dataset_id,dataset_name,country,basin,product,domain,migration,file_name,format,size_bytes,size_human,size_method,n_files,dims,sample_rate_ms,has_labels,label_type,label_format,label_source,ancillary,license,license_spdx,commercial_ok,redistribution_ok,attribution_required,share_alike,ml_training_ok,usage_basis,access,url,verified,ml_ready,notes
sfm-facies,SFM downstream - facies,MULTI,various,facies labels,post-stack,n/a,parquet shards,parquet,1158604212,1.16 GB,api,1,,,yes,facies,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/seismicfoundationmodel-facies,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Seismic Foundation Model (Sheng et al., arXiv:2309.02791) downstream suite - 13 porestar/* republications, the best-licensed cluster on HuggingFace. 768x768 tiles."
sfm-geobody,SFM downstream - geobody,MULTI,various,attribute volume,post-stack,n/a,parquet shards,parquet,1568192239,1.57 GB,api,1,,,yes,geobody,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/seismicfoundationmodel-geobody,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Seismic Foundation Model (Sheng et al., arXiv:2309.02791) downstream suite - 13 porestar/* republications, the best-licensed cluster on HuggingFace. 224x224 tiles."
sfm-denoise-syn,SFM downstream - denoise (synthetic),MULTI,various,attribute volume,synthetic,n/a,parquet shards,parquet,1606324151,1.61 GB,api,1,,,yes,clean/noisy pair,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/seismicfoundationmodel-denoise,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Seismic Foundation Model (Sheng et al., arXiv:2309.02791) downstream suite - 13 porestar/* republications, the best-licensed cluster on HuggingFace. 224x224. Synthetic, so the clean target is exact ground truth."
sfm-denoise-field,SFM downstream - denoise (field),MULTI,various,attribute volume,post-stack,n/a,parquet shards,parquet,2007811721,2.01 GB,api,1,,,partial,clean/noisy pair,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/seismicfoundationmodel-denoise-field,yes,4,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Seismic Foundation Model (Sheng et al., arXiv:2309.02791) downstream suite - 13 porestar/* republications, the best-licensed cluster on HuggingFace. Field data, so the 'clean' target is itself a processed estimate, not ground truth."
sfm-interpolation,SFM downstream - interpolation,MULTI,various,attribute volume,post-stack,n/a,parquet shards,parquet,1567507093,1.57 GB,api,1,,,yes,missing-trace mask,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/seismicfoundationmodel-interpolation,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Seismic Foundation Model (Sheng et al., arXiv:2309.02791) downstream suite - 13 porestar/* republications, the best-licensed cluster on HuggingFace. 224x224 trace interpolation."
sfm-inversion-syn,SFM downstream - inversion (synthetic),MULTI,various,impedance volume,synthetic,n/a,parquet shards,parquet,1765348880,1.77 GB,api,1,,,yes,impedance; reflectivity,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/seismicfoundationmodel-inversion-synthetic,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Seismic Foundation Model (Sheng et al., arXiv:2309.02791) downstream suite - 13 porestar/* republications, the best-licensed cluster on HuggingFace. 224x224 reflectivity/impedance inversion with exact synthetic targets."
sfm-superres,Seismic super-resolution dataset,MULTI,various,attribute volume,post-stack,n/a,parquet shards,parquet,882097027,882.10 MB,api,1,,,yes,high-res/low-res pair,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/superresolutiondataset,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Seismic Foundation Model (Sheng et al., arXiv:2309.02791) downstream suite - 13 porestar/* republications, the best-licensed cluster on HuggingFace. Smallest of the suite (0.88 GB) - a good smoke test for the whole porestar pipeline."
cdfm-deepfault,Cross-Domain FM Adaptation - deepfault,MULTI,various,fault labels,post-stack,n/a,parquet shards,parquet,11759469734,11.76 GB,api,1,,,yes,fault,parquet columns,republished from the source benchmark,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/crossdomainfoundationmodeladaption-deepfault,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Cross-Domain Foundation Model Adaptation study (arXiv:2408.12396, Wu/CIG group). Largest of the porestar cluster at 11.76 GB and the best-licensed large FAULT set on HuggingFace - a clean commercial alternative to FaultSeg3D."
cdfm-seismicfacies,Cross-Domain FM Adaptation - seismic facies,MULTI,various,facies labels,post-stack,n/a,parquet shards,parquet,3743056884,3.74 GB,api,1,,,yes,facies,parquet columns,republished from the source benchmark,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/crossdomainfoundationmodeladaption-seismicfacies,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Cross-Domain Foundation Model Adaptation study (arXiv:2408.12396, Wu/CIG group). "
cdfm-crater,Cross-Domain FM Adaptation - crater,GLOBAL,n/a (planetary imagery),attribute volume,non-seismic,n/a,parquet shards,parquet,9090766453,9.09 GB,api,1,,,yes,crater,parquet columns,republished from the source benchmark,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/crossdomainfoundationmodeladaption-crater,yes,3,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Cross-Domain Foundation Model Adaptation study (arXiv:2408.12396, Wu/CIG group). NOT seismic - PLANETARY imagery, included because the study uses it as the cross-domain source. Do not count it as seismic training data."
cdfm-das,Cross-Domain FM Adaptation - DAS,MULTI,various,DAS,pre-stack,n/a,parquet shards,parquet,301522650,301.52 MB,api,1,,,yes,event/phase,parquet columns,republished from the source benchmark,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/crossdomainfoundationmodeladaption-das,yes,4,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Cross-Domain Foundation Model Adaptation study (arXiv:2408.12396, Wu/CIG group). Distributed Acoustic Sensing field data - rare as an open, permissively licensed ML set."
cdfm-geobody,Cross-Domain FM Adaptation - geobody,MULTI,various,attribute volume,post-stack,n/a,parquet shards,parquet,323270618,323.27 MB,api,1,,,yes,geobody,parquet columns,republished from the source benchmark,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/porestar/crossdomainfoundationmodeladaption-geobody,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Part of the Cross-Domain Foundation Model Adaptation study (arXiv:2408.12396, Wu/CIG group). "
adasemseg-facies,AdaSemSeg facies datasets (HuggingFace mirror),MULTI,various,facies labels,post-stack,n/a,parquet shards,parquet,3940475875,3.94 GB,api,1,,,yes,facies,parquet columns,republished from the source benchmark,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/Surojit-Utah/adasemseg-seismic-facies-datasets,yes,5,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Mirror of Zenodo record 21764042 (2,553,842,528 B). The HF figure is LARGER (3,940,475,875 B) purely because usedStorage counts git history - the Zenodo record is the authoritative size."
synthetic-seismic-vlm,thirdExec/synthetic-seismic-vlm,SYNTHETIC,n/a (synthetic),attribute volume,synthetic,n/a,parquet shards,parquet,1533654745,1.53 GB,api,1,,,yes,VQA answers; segmentation masks; captions,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/thirdExec/synthetic-seismic-vlm,yes,4,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. Vision-LANGUAGE on seismic: VQA + segmentation + image-to-text. Unusual - the only multimodal/text-paired seismic set found. MIT licensed."
seismic-vmb,sdlj/seismicVMB - velocity model benchmark,SYNTHETIC,n/a (synthetic),velocity model,synthetic,n/a,parquet shards,parquet,12202006093,12.20 GB,api,1,,,yes,velocity model,parquet columns,republished from the source benchmark,,,,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://huggingface.co/datasets/sdlj/seismicVMB,yes,3,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. DOI 10.57967/hf/6553. 619 downloads - the most-downloaded genuinely geophysical set in the HF seismic search. NO LICENCE declared on the API record, hence commercial_ok=unclear."
seismic-ai-data,HeXingChen/Seismic-AI-Data,MULTI,various,project bundle,post-stack,n/a,parquet shards,parquet,2916246352428,2.92 TB,api,1,,,partial,mixed,parquet columns,republished from the source benchmark,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/HeXingChen/Seismic-AI-Data,yes,3,"HuggingFace usedStorage is byte-exact but INCLUDES git history and all revisions, so it is an UPPER BOUND on a single checkout. One load_dataset() call, no account. BY FAR THE LARGEST artefact in this inventory: usedStorage 2,916,246,352,428 B = 2.92 TB, 10,102 downloads. Declared size_categories n>1T. Contents are heterogeneous and thinly documented - treat the 2.92 TB as an upper bound including git history and audit before committing storage."
depth-progressive-vmb,Depth-progressive 3D seismic velocity model building (dataset + trained models),SYNTHETIC,n/a (synthetic),velocity model,synthetic,depth,train.zip; test.zip; trained_model.zip,ZIP,79871303967,79.87 GB,api,3,,,yes,velocity model,paired velocity volumes,"published authors, forward-modelled","trained_model.zip (1,929,171,099 B)",MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/21206427,yes,5,"DOI 10.5281/zenodo.21206427 (2026-07-05). train.zip 77,864,838,042 B; test.zip 77,294,826 B. Second-largest MIT-licensed labeled record in this inventory (79.87 GB) - 2D generative diffusion for depth-progressive velocity model building, and it ships trained weights."
unified-forward-inverse,A Unified Framework for Forward and Inverse Problems in Subsurface Imaging,SYNTHETIC,n/a (synthetic),shot gathers (synthetic),synthetic,unmigrated,FlatVel-B.tar.gz; CurveVel-B.tar.gz; FlatFault-B.tar.gz; CurveFault-B.tar.gz; Style-B.tar.gz,tar.gz,31947169754,31.95 GB,api,5,,,yes,velocity model,paired velocity arrays,repackaged from OpenFWI,,CC BY 4.0 (as declared on Zenodo),CC-BY-4.0,unclear,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/15226367,yes,3,"DOI 10.5281/zenodo.15226367 (2025-04-15). LICENCE CONFLICT WORTH KNOWING: the record is declared CC-BY-4.0 on Zenodo, but the contents are the five OpenFWI '-B' families (FlatVel-B 6,460,452,177 B; CurveVel-B 6,454,011,359 B; FlatFault-B 6,448,878,897 B; CurveFault-B 6,443,743,533 B; Style-B 6,140,083,788 B), and OpenFWI's upstream data licence is CC BY-NC-SA 4.0. A downstream CC-BY relabel cannot remove an upstream NonCommercial term - commercial_ok is 'unclear', NOT 'yes'. Get legal review."
cig-cigfacies,cigFaciesNet - trained facies network for cigFacies,SYNTHETIC,n/a (synthetic),report,synthetic,n/a,huigcig/cigFaciesNet-v1.0.zip,ZIP,46772256,46.77 MB,api,1,,,no,,,,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/13150879,yes,3,"DOI 10.5281/zenodo.13150879 (2024-08-01). Network code/weights for cigFacies. NOT returned by the creators.name:""Wu, Xinming"" query (credited to Hui Gao) - it is the 24th CIG artefact beyond the 23-record collection."
caosiyao-mo,Caosiyao giant porphyry Mo 2D seismic reflection dataset,CN,Caosiyao porphyry Mo deposit,full stack,post-stack,time,Caosiyao - seismic profile 3.zip; Caosiyao - seismic profile 8.zip; Caosiyao - seismic profile 16.zip,SEG-Y (in ZIP),3841368802,3.84 GB,api,3,,,no,,,,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://zenodo.org/records/7322156,yes,4,"DOI 10.5281/zenodo.7322156 (2022-11-17). Per-file bytes: profile 3 = 677,360,596; profile 8 = 1,578,024,318; profile 16 = 1,585,983,888. MINERAL-exploration (hardrock) reflection seismic - a domain almost absent from open seismic ML data, so it is valuable as an out-of-distribution test for models trained on sedimentary basins. Unlabeled."
sfm-pretrain,Seismic Foundation Model (SFM) pretraining corpus,GLOBAL,192 globally collected 3D surveys,attribute volume,post-stack,time,PreTrain 224x224 image set,HDF5/npy,,,,1,"2,286,422 2-D images of 224 x 224",,no,,,"self-supervised (MAE, 75% masking) - no labels by design",,MIT,MIT,yes,yes,yes,no,yes,spdx,open-request,https://github.com/shenghanlin/SeismicFoundationModel,yes,3,"2,286,422 2-D seismic images curated from 192 globally collected 3-D volumes - the largest curated seismic pretraining corpus found, and MIT licensed. Size deliberately EMPTY: hosted on USTC institutional servers and Baidu Netdisk, neither of which exposes a HEAD-able public URL. If you only need the downstream tasks, the 13 porestar/* HuggingFace rows cover them byte-exact without touching Baidu. Paper arXiv:2309.02791 (GEOPHYSICS)."
large-bench-geo,large-bench-geo - unified fault benchmark harness,MULTI,n/a (benchmark harness),report,synthetic,n/a,source repository,Python,,,,1,,,no,,,"links out to FaultSeg3D, CRACKS and Thebe",,see repository,,unclear,unclear,unclear,unclear,unclear,unstated,open-download,https://github.com/olivesgatech/large-bench-geo,yes,3,"CODE ONLY - no data, hence empty size. 200+ experimental setups: 8 architectures (UNet, UNet++, DeepLabV3+, SegFormer, ...) x 3 fault datasets (FaultSeg3D, CRACKS, Thebe) with domain-shift and generalisability analysis. Use it as the evaluation harness rather than writing your own fault baselines. arXiv:2505.08585."
hardpicks,Hardpicks - Brunswick 3D,CA,"Bathurst Mining Camp, New Brunswick",pre-stack gather (shot),pre-stack,unmigrated,Brunswick_orig_1500ms_V2.hdf5.xz,HDF5 (xz),9066402472,9.07 GB,HEAD,1,,,yes,first-break pick,value in HDF5 trace header,expert manual picks (NRCan / Mila release),survey geometry,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://d3sakqnghgsk6x.cloudfront.net/Brunswick_3D/Brunswick_orig_1500ms_V2.hdf5.xz,yes,5,"Largest of the four hardpicks surveys. Labelled REAL field data - first-break picks live in the trace headers, not a sidecar. Benchmark defines cross-survey splits so you can measure transfer between acquisition conditions. Geophysics 89(1) WA279 (2023). Code github.com/mila-iqia/hardpicks is Apache-2.0."
hardpicks,Hardpicks - Lalor 3D,CA,"Snow Lake, Manitoba",pre-stack gather (shot),pre-stack,unmigrated,Lalor_raw_z_1500ms_norp_geom_v3.hdf5.xz,HDF5 (xz),6540672216,6.54 GB,HEAD,1,,,yes,first-break pick,value in HDF5 trace header,expert manual picks (NRCan / Mila release),survey geometry,Open Government Licence - Canada,OGL-Canada-2.0,yes,yes,yes,no,yes,licence-text,open-download,https://d3sakqnghgsk6x.cloudfront.net/Lalor_3D/Lalor_raw_z_1500ms_norp_geom_v3.hdf5.xz,yes,5,"Volcanogenic massive-sulphide setting. NOTE the licence differs from Brunswick/Halfmile - Lalor and Sudbury are Open Government Licence Canada, not CC BY 4.0. Same five usage rights either way."
hardpicks,Hardpicks - Sudbury 3D,CA,"Sudbury Basin, Ontario",pre-stack gather (shot),pre-stack,unmigrated,preprocessed_Sudbury3D.hdf.xz,HDF5 (xz),5273637612,5.27 GB,HEAD,1,,,yes,first-break pick,value in HDF5 trace header,expert manual picks (NRCan / Mila release),survey geometry,Open Government Licence - Canada,OGL-Canada-2.0,yes,yes,yes,no,yes,licence-text,open-download,https://d3sakqnghgsk6x.cloudfront.net/Sudbury_3D/preprocessed_Sudbury3D.hdf.xz,yes,5,"Impact-structure setting - structurally the most unusual of the four, and the file name says preprocessed, so it is not raw like the others."
hardpicks,Hardpicks - Halfmile Lake 3D,CA,"Bathurst Mining Camp, New Brunswick",pre-stack gather (shot),pre-stack,unmigrated,Halfmile3D_add_geom_sorted.hdf5.xz,HDF5 (xz),2906566464,2.91 GB,HEAD,1,,,yes,first-break pick,value in HDF5 trace header,expert manual picks (NRCan / Mila release),survey geometry,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://d3sakqnghgsk6x.cloudfront.net/Halfmile_3D/Halfmile3D_add_geom_sorted.hdf5.xz,yes,5,Smallest of the four - the cheapest way to smoke-test a first-break picker on real hardrock data before pulling the other 20.9 GB.
quakeflow-das,QuakeFlow DAS - arcata,US,"Ferndale / Cape Mendocino aftershock sequence, California",DAS,passive,,arcata/data/*.h5,HDF5,510299680392,510.30 GB,API (tree),6086,channels x time,,yes,"event metadata (origin time, location, magnitude)",HDF5 file attributes,catalogue association (QuakeFlow / AI4EPS),,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/AI4EPS/quakeflow_das,yes,4,"Dec 2022 to Dec 2024. Labels are EVENT-level, not per-channel phase picks - ml_ready 4 not 5 for a picking task. The dataset card says 2,470 event files; the tree actually holds 6,086 files under arcata/. Card also warns some arcata files lack event attributes."
quakeflow-das,QuakeFlow DAS - ridgecrest_north,US,"Ridgecrest, California",DAS,passive,,ridgecrest_north/**/*.h5,HDF5,82915236440,82.92 GB,API (tree),751,channels x time,,yes,"event metadata (origin time, location, magnitude)",HDF5 file attributes,SCEDC catalogue,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/AI4EPS/quakeflow_das,yes,4,751 event files cut from SCEDC - matches the dataset card exactly.
quakeflow-das,QuakeFlow DAS - polarity,US,California,DAS,passive,,polarity/**/*.h5,HDF5,45633215285,45.63 GB,API (tree),674,channels x time,,yes,first-motion polarity,HDF5 attributes,QuakeFlow / AI4EPS,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/AI4EPS/quakeflow_das,yes,5,"UNDOCUMENTED SUBSET - the dataset card names only arcata, monterey_bay and ridgecrest_north. Enumerating the tree API turned up three more top-level subsets, of which this is the most useful: a first-motion POLARITY set, a different labelled task from the rest of the repo. Verify the label semantics against the QuakeFlow source before relying on it, since the card does not describe it."
quakeflow-das,QuakeFlow DAS - eureka,US,"Eureka, northern California",DAS,passive,,eureka/**/*.h5,HDF5,23713880170,23.71 GB,API (tree),147,channels x time,,unclear,,,,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/AI4EPS/quakeflow_das,yes,4,"UNDOCUMENTED SUBSET - not named on the dataset card. Label content unverified, so has_labels is recorded as unclear rather than assumed."
quakeflow-das,QuakeFlow DAS - ridgecrest_south,US,"Ridgecrest, California",DAS,passive,,ridgecrest_south/**/*.h5,HDF5,7245061519,7.25 GB,API (tree),3,channels x time,,unclear,,,,,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/AI4EPS/quakeflow_das,yes,4,"UNDOCUMENTED SUBSET - not named on the dataset card. Only 3 files but 7.25 GB, so these are long continuous records rather than event windows."
quakeflow-das,QuakeFlow DAS - monterey_bay (SeaFOAM),US,"Monterey Bay submarine cable, California",DAS,passive,,monterey_bay/**/*.h5,HDF5,4506682752,4.51 GB,API (tree),33,channels x time,,yes,"event metadata (origin time, location, magnitude)",HDF5 file attributes,catalogue association (QuakeFlow / AI4EPS),,MIT,MIT,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/AI4EPS/quakeflow_das,yes,4,"SeaFOAM submarine cable, 52 km offshore - one of very few open SUBMARINE DAS sets with catalogued events attached."
multiseismo,MultiSeismo (PNNL),GLOBAL,global,project bundle,passive,,*.parquet (one per event id),Parquet,106534693427,106.53 GB,API (tree),104,,,yes,event description text; intensity map; population exposure; magnitude/location,JSON fields inside parquet,USGS/ANSS catalogues + generated intensity and exposure products,MISCE instruction set,CC0 1.0,CC0-1.0,yes,yes,no,no,yes,spdx,open-download,https://huggingface.co/datasets/PNNL/MultiSeismo,yes,5,"16,000+ events, 2010-2023. The only catalogued corpus pairing waveforms with IMAGES and TEXT in one schema, so it is the entry point for vision-language / text-conditioned seismic work rather than waveform-only ML. CC0 is unusually permissive at this size. arXiv:2605.26320."
subsurfacegen-field-scale,SubsurfaceGen field-scale (full),SYNTHETIC,"n/a (synthetic, field-scale)",velocity model,synthetic,unmigrated,models/**/*.h5,HDF5,11923346031911,11.92 TB,API (tree) + HEAD spot-check,47084,619 depth samples (SOS-smoothed),,yes,velocity model,paired HDF5 (velocity volume + acoustic wavefield + shot cubes),forward-modelled ground truth,parquet index,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/subsurfacegen/field-scale-dataset,yes,4,"SIZE CORRECTION - 7.35x larger than the 1.62 TB HuggingFace usedStorage figure carried in this repo's prior-art table. True working tree measured over 48 pages of the tree API with cursor-loop and path-dedup guards: 11,923,346,031,911 B across 47,084 unique paths, 11,923,344,423,924 B of it .h5. Spot-confirmed by HTTP HEAD - models/f3_d619/f3_050_sos.h5 Content-Length 2,939,479,031, exact match. This is the largest open exploration-seismic ML dataset on HuggingFace, ~4x the Seismic-AI-Data SeisBench mirror. ml_ready 4 not 5 purely because 11.92 TB is not a train-today pull - use the preview row for that. Five frequency bands: 3-6, 3-8.5, 3-12, 3-17.5, 3-25 Hz."
subsurfacegen-field-scale,SubsurfaceGen field-scale (preview),SYNTHETIC,"n/a (synthetic, field-scale)",velocity model,synthetic,unmigrated,(preview repo),HDF5,2807379441,2.81 GB,API,,619 depth samples (SOS-smoothed),,yes,velocity model,paired HDF5,forward-modelled ground truth,,CC BY 4.0,CC-BY-4.0,yes,yes,yes,no,yes,spdx,open-download,https://huggingface.co/datasets/subsurfacegen/field-scale-dataset-preview,yes,5,The 2.81 GB evaluation slice of the 11.92 TB full set. Start here.
